,index,Driver,Position,Year,Location
2064,44,HAM,5.0,2022,Suzuka
2065,5,VET,6.0,2022,Suzuka
2066,14,ALO,7.0,2022,Suzuka
2067,63,RUS,8.0,2022,Suzuka
2068,6,LAT,9.0,2022,Suzuka
2069,4,NOR,10.0,2022,Suzuka
2070,3,RIC,11.0,2022,Suzuka
2071,18,STR,12.0,2022,Suzuka
2072,22,TSU,13.0,2022,Suzuka
2073,20,MAG,14.0,2022,Suzuka
2074,77,BOT,15.0,2022,Suzuka
2075,24,ZHO,16.0,2022,Suzuka
2076,47,MSC,17.0,2022,Suzuka
2077,10,GAS,18.0,2022,Suzuka
2078,55,SAI,19.0,2022,Suzuka
2079,23,ALB,20.0,2022,Suzuka
2080,1,VER,1.0,2022,Austin
2081,44,HAM,2.0,2022,Austin
2082,16,LEC,3.0,2022,Austin
2083,11,PER,4.0,2022,Austin
2084,63,RUS,5.0,2022,Austin
2085,4,NOR,6.0,2022,Austin
2086,14,ALO,7.0,2022,Austin
2087,5,VET,8.0,2022,Austin
2088,20,MAG,9.0,2022,Austin
2089,22,TSU,10.0,2022,Austin
2090,31,OCO,11.0,2022,Austin
2091,24,ZHO,12.0,2022,Austin
2092,23,ALB,13.0,2022,Austin
2093,10,GAS,14.0,2022,Austin
2094,47,MSC,15.0,2022,Austin
2095,3,RIC,16.0,2022,Austin
2096,6,LAT,17.0,2022,Austin
2097,18,STR,18.0,2022,Austin
2098,77,BOT,19.0,2022,Austin
2099,55,SAI,20.0,2022,Austin
2100,1,VER,1.0,2022,Mexico City
2101,44,HAM,2.0,2022,Mexico City
2102,11,PER,3.0,2022,Mexico City
2103,63,RUS,4.0,2022,Mexico City
2104,55,SAI,5.0,2022,Mexico City
2105,16,LEC,6.0,2022,Mexico City
2106,3,RIC,7.0,2022,Mexico City
2107,31,OCO,8.0,2022,Mexico City
2108,4,NOR,9.0,2022,Mexico City
2109,77,BOT,10.0,2022,Mexico City
2110,10,GAS,11.0,2022,Mexico City
2111,23,ALB,12.0,2022,Mexico City
2112,24,ZHO,13.0,2022,Mexico City
2113,5,VET,14.0,2022,Mexico City
2114,18,STR,15.0,2022,Mexico City
2115,47,MSC,16.0,2022,Mexico City
2116,20,MAG,17.0,2022,Mexico City
2117,6,LAT,18.0,2022,Mexico City
2118,14,ALO,19.0,2022,Mexico City
2119,22,TSU,20.0,2022,Mexico City
2120,63,RUS,1.0,2022,São Paulo
2121,44,HAM,2.0,2022,São Paulo
2122,55,SAI,3.0,2022,São Paulo
2123,16,LEC,4.0,2022,São Paulo
2124,14,ALO,5.0,2022,São Paulo
2125,1,VER,6.0,2022,São Paulo
2126,11,PER,7.0,2022,São Paulo
2127,31,OCO,8.0,2022,São Paulo
2128,77,BOT,9.0,2022,São Paulo
2129,18,STR,10.0,2022,São Paulo
2130,5,VET,11.0,2022,São Paulo
2131,24,ZHO,12.0,2022,São Paulo
2132,47,MSC,13.0,2022,São Paulo
2133,10,GAS,14.0,2022,São Paulo
2134,23,ALB,15.0,2022,São Paulo
2135,6,LAT,16.0,2022,São Paulo
2136,22,TSU,17.0,2022,São Paulo
2137,4,NOR,18.0,2022,São Paulo
2138,20,MAG,19.0,2022,São Paulo
2139,3,RIC,20.0,2022,São Paulo
2140,1,VER,1.0,2022,Yas Island
2141,16,LEC,2.0,2022,Yas Island
2142,11,PER,3.0,2022,Yas Island
2143,55,SAI,4.0,2022,Yas Island
2144,63,RUS,5.0,2022,Yas Island
2145,4,NOR,6.0,2022,Yas Island
2146,31,OCO,7.0,2022,Yas Island
2147,18,STR,8.0,2022,Yas Island
2148,3,RIC,9.0,2022,Yas Island
2149,5,VET,10.0,2022,Yas Island
2150,22,TSU,11.0,2022,Yas Island
2151,24,ZHO,12.0,2022,Yas Island
2152,23,ALB,13.0,2022,Yas Island
2153,10,GAS,14.0,2022,Yas Island
2154,77,BOT,15.0,2022,Yas Island
2155,47,MSC,16.0,2022,Yas Island
2156,20,MAG,17.0,2022,Yas Island
2157,44,HAM,18.0,2022,Yas Island
2158,6,LAT,19.0,2022,Yas Island
2159,14,ALO,20.0,2022,Yas Island
0,1,VER,1.0,2023,Sakhir
1,11,PER,2.0,2023,Sakhir
2,14,ALO,3.0,2023,Sakhir
3,55,SAI,4.0,2023,Sakhir
4,44,HAM,5.0,2023,Sakhir
5,18,STR,6.0,2023,Sakhir
6,63,RUS,7.0,2023,Sakhir
7,77,BOT,8.0,2023,Sakhir
8,10,GAS,9.0,2023,Sakhir
9,23,ALB,10.0,2023,Sakhir
10,22,TSU,11.0,2023,Sakhir
11,2,SAR,12.0,2023,Sakhir
12,20,MAG,13.0,2023,Sakhir
13,21,DEV,14.0,2023,Sakhir
14,27,HUL,15.0,2023,Sakhir
15,24,ZHO,16.0,2023,Sakhir
16,4,NOR,17.0,2023,Sakhir
17,31,OCO,18.0,2023,Sakhir
18,16,LEC,19.0,2023,Sakhir
19,81,PIA,20.0,2023,Sakhir
20,1,VER,1.0,2023,Sakhir
21,11,PER,2.0,2023,Sakhir
22,14,ALO,3.0,2023,Sakhir
23,55,SAI,4.0,2023,Sakhir
24,44,HAM,5.0,2023,Sakhir
25,18,STR,6.0,2023,Sakhir
26,63,RUS,7.0,2023,Sakhir
27,77,BOT,8.0,2023,Sakhir
28,10,GAS,9.0,2023,Sakhir
29,23,ALB,10.0,2023,Sakhir
30,22,TSU,11.0,2023,Sakhir
31,2,SAR,12.0,2023,Sakhir
32,20,MAG,13.0,2023,Sakhir
33,21,DEV,14.0,2023,Sakhir
34,27,HUL,15.0,2023,Sakhir
35,24,ZHO,16.0,2023,Sakhir
36,4,NOR,17.0,2023,Sakhir
37,31,OCO,18.0,2023,Sakhir
38,16,LEC,19.0,2023,Sakhir
39,81,PIA,20.0,2023,Sakhir
40,11,PER,1.0,2023,Jeddah
41,1,VER,2.0,2023,Jeddah
42,14,ALO,3.0,2023,Jeddah
43,63,RUS,4.0,2023,Jeddah
44,44,HAM,5.0,2023,Jeddah
45,55,SAI,6.0,2023,Jeddah
46,16,LEC,7.0,2023,Jeddah
47,31,OCO,8.0,2023,Jeddah
48,10,GAS,9.0,2023,Jeddah
49,20,MAG,10.0,2023,Jeddah
50,22,TSU,11.0,2023,Jeddah
51,27,HUL,12.0,2023,Jeddah
52,24,ZHO,13.0,2023,Jeddah
53,21,DEV,14.0,2023,Jeddah
54,81,PIA,15.0,2023,Jeddah
55,2,SAR,16.0,2023,Jeddah
56,4,NOR,17.0,2023,Jeddah
57,77,BOT,18.0,2023,Jeddah
58,23,ALB,19.0,2023,Jeddah
59,18,STR,20.0,2023,Jeddah
60,1,VER,1.0,2023,Melbourne
61,44,HAM,2.0,2023,Melbourne
62,14,ALO,3.0,2023,Melbourne
63,18,STR,4.0,2023,Melbourne
64,11,PER,5.0,2023,Melbourne
65,4,NOR,6.0,2023,Melbourne
66,27,HUL,7.0,2023,Melbourne
67,81,PIA,8.0,2023,Melbourne
68,24,ZHO,9.0,2023,Melbourne
69,22,TSU,10.0,2023,Melbourne
70,77,BOT,11.0,2023,Melbourne
71,55,SAI,12.0,2023,Melbourne
72,10,GAS,13.0,2023,Melbourne
73,31,OCO,14.0,2023,Melbourne
74,21,DEV,15.0,2023,Melbourne
75,2,SAR,16.0,2023,Melbourne
76,20,MAG,17.0,2023,Melbourne
77,63,RUS,18.0,2023,Melbourne
78,23,ALB,19.0,2023,Melbourne
79,16,LEC,20.0,2023,Melbourne
80,11,PER,1.0,2023,Baku
81,1,VER,2.0,2023,Baku
82,16,LEC,3.0,2023,Baku
83,14,ALO,4.0,2023,Baku
84,55,SAI,5.0,2023,Baku
85,44,HAM,6.0,2023,Baku
86,18,STR,7.0,2023,Baku
87,63,RUS,8.0,2023,Baku
88,4,NOR,9.0,2023,Baku
89,22,TSU,10.0,2023,Baku
90,81,PIA,11.0,2023,Baku
91,23,ALB,12.0,2023,Baku
92,20,MAG,13.0,2023,Baku
93,10,GAS,14.0,2023,Baku
94,31,OCO,15.0,2023,Baku
95,2,SAR,16.0,2023,Baku
96,27,HUL,17.0,2023,Baku
97,77,BOT,18.0,2023,Baku
98,24,ZHO,19.0,2023,Baku
99,21,DEV,20.0,2023,Baku
100,1,VER,1.0,2023,Miami
101,11,PER,2.0,2023,Miami
102,14,ALO,3.0,2023,Miami
103,63,RUS,4.0,2023,Miami
104,55,SAI,5.0,2023,Miami
105,44,HAM,6.0,2023,Miami
106,16,LEC,7.0,2023,Miami
107,10,GAS,8.0,2023,Miami
108,31,OCO,9.0,2023,Miami
109,20,MAG,10.0,2023,Miami
110,22,TSU,11.0,2023,Miami
111,18,STR,12.0,2023,Miami
112,77,BOT,13.0,2023,Miami
113,23,ALB,14.0,2023,Miami
114,27,HUL,15.0,2023,Miami
115,24,ZHO,16.0,2023,Miami
116,4,NOR,17.0,2023,Miami
117,21,DEV,18.0,2023,Miami
118,81,PIA,19.0,2023,Miami
119,2,SAR,20.0,2023,Miami
120,1,VER,1.0,2023,Monaco
121,14,ALO,2.0,2023,Monaco
122,31,OCO,3.0,2023,Monaco
123,44,HAM,4.0,2023,Monaco
124,63,RUS,5.0,2023,Monaco
125,16,LEC,6.0,2023,Monaco
126,10,GAS,7.0,2023,Monaco
127,55,SAI,8.0,2023,Monaco
128,4,NOR,9.0,2023,Monaco
129,81,PIA,10.0,2023,Monaco
130,77,BOT,11.0,2023,Monaco
131,21,DEV,12.0,2023,Monaco
132,24,ZHO,13.0,2023,Monaco
133,23,ALB,14.0,2023,Monaco
134,22,TSU,15.0,2023,Monaco
135,11,PER,16.0,2023,Monaco
136,27,HUL,17.0,2023,Monaco
137,2,SAR,18.0,2023,Monaco
138,20,MAG,19.0,2023,Monaco
139,18,STR,20.0,2023,Monaco
140,1,VER,1.0,2023,Barcelona
141,44,HAM,2.0,2023,Barcelona
142,63,RUS,3.0,2023,Barcelona
143,11,PER,4.0,2023,Barcelona
144,55,SAI,5.0,2023,Barcelona
145,18,STR,6.0,2023,Barcelona
146,14,ALO,7.0,2023,Barcelona
147,31,OCO,8.0,2023,Barcelona
148,24,ZHO,9.0,2023,Barcelona
149,10,GAS,10.0,2023,Barcelona
150,16,LEC,11.0,2023,Barcelona
151,22,TSU,12.0,2023,Barcelona
152,81,PIA,13.0,2023,Barcelona
153,21,DEV,14.0,2023,Barcelona
154,27,HUL,15.0,2023,Barcelona
155,23,ALB,16.0,2023,Barcelona
156,4,NOR,17.0,2023,Barcelona
157,20,MAG,18.0,2023,Barcelona
158,77,BOT,19.0,2023,Barcelona
159,2,SAR,20.0,2023,Barcelona
