,index,Driver,Position,Year,Location
1419,10,GAS,20.0,2021,Spielberg
1420,44,HAM,1.0,2021,Silverstone
1421,16,LEC,2.0,2021,Silverstone
1422,77,BOT,3.0,2021,Silverstone
1423,4,NOR,4.0,2021,Silverstone
1424,3,RIC,5.0,2021,Silverstone
1425,55,SAI,6.0,2021,Silverstone
1426,14,ALO,7.0,2021,Silverstone
1427,18,STR,8.0,2021,Silverstone
1428,31,OCO,9.0,2021,Silverstone
1429,22,TSU,10.0,2021,Silverstone
1430,10,GAS,11.0,2021,Silverstone
1431,63,RUS,12.0,2021,Silverstone
1432,99,GIO,13.0,2021,Silverstone
1433,6,LAT,14.0,2021,Silverstone
1434,7,RAI,15.0,2021,Silverstone
1435,11,PER,16.0,2021,Silverstone
1436,9,MAZ,17.0,2021,Silverstone
1437,47,MSC,18.0,2021,Silverstone
1438,5,VET,19.0,2021,Silverstone
1439,33,VER,20.0,2021,Silverstone
1440,31,OCO,1.0,2021,Budapest
1441,44,HAM,2.0,2021,Budapest
1442,55,SAI,3.0,2021,Budapest
1443,14,ALO,4.0,2021,Budapest
1444,10,GAS,5.0,2021,Budapest
1445,22,TSU,6.0,2021,Budapest
1446,6,LAT,7.0,2021,Budapest
1447,63,RUS,8.0,2021,Budapest
1448,33,VER,9.0,2021,Budapest
1449,7,RAI,10.0,2021,Budapest
1450,3,RIC,11.0,2021,Budapest
1451,47,MSC,12.0,2021,Budapest
1452,99,GIO,13.0,2021,Budapest
1453,9,MAZ,14.0,2021,Budapest
1454,4,NOR,15.0,2021,Budapest
1455,77,BOT,16.0,2021,Budapest
1456,11,PER,17.0,2021,Budapest
1457,16,LEC,18.0,2021,Budapest
1458,18,STR,19.0,2021,Budapest
1459,5,VET,20.0,2021,Budapest
1460,33,VER,1.0,2021,Spa-Francorchamps
1461,63,RUS,2.0,2021,Spa-Francorchamps
1462,44,HAM,3.0,2021,Spa-Francorchamps
1463,3,RIC,4.0,2021,Spa-Francorchamps
1464,5,VET,5.0,2021,Spa-Francorchamps
1465,10,GAS,6.0,2021,Spa-Francorchamps
1466,31,OCO,7.0,2021,Spa-Francorchamps
1467,16,LEC,8.0,2021,Spa-Francorchamps
1468,6,LAT,9.0,2021,Spa-Francorchamps
1469,55,SAI,10.0,2021,Spa-Francorchamps
1470,14,ALO,11.0,2021,Spa-Francorchamps
1471,77,BOT,12.0,2021,Spa-Francorchamps
1472,99,GIO,13.0,2021,Spa-Francorchamps
1473,4,NOR,14.0,2021,Spa-Francorchamps
1474,22,TSU,15.0,2021,Spa-Francorchamps
1475,47,MSC,16.0,2021,Spa-Francorchamps
1476,9,MAZ,17.0,2021,Spa-Francorchamps
1477,7,RAI,18.0,2021,Spa-Francorchamps
1478,11,PER,19.0,2021,Spa-Francorchamps
1479,18,STR,20.0,2021,Spa-Francorchamps
1480,33,VER,1.0,2021,Zandvoort
1481,44,HAM,2.0,2021,Zandvoort
1482,77,BOT,3.0,2021,Zandvoort
1483,10,GAS,4.0,2021,Zandvoort
1484,16,LEC,5.0,2021,Zandvoort
1485,14,ALO,6.0,2021,Zandvoort
1486,55,SAI,7.0,2021,Zandvoort
1487,11,PER,8.0,2021,Zandvoort
1488,31,OCO,9.0,2021,Zandvoort
1489,4,NOR,10.0,2021,Zandvoort
1490,3,RIC,11.0,2021,Zandvoort
1491,18,STR,12.0,2021,Zandvoort
1492,5,VET,13.0,2021,Zandvoort
1493,99,GIO,14.0,2021,Zandvoort
1494,88,KUB,15.0,2021,Zandvoort
1495,6,LAT,16.0,2021,Zandvoort
1496,63,RUS,17.0,2021,Zandvoort
1497,47,MSC,18.0,2021,Zandvoort
1498,22,TSU,19.0,2021,Zandvoort
1499,9,MAZ,20.0,2021,Zandvoort
1500,3,RIC,1.0,2021,Monza
1501,4,NOR,2.0,2021,Monza
1502,77,BOT,3.0,2021,Monza
1503,16,LEC,4.0,2021,Monza
1504,11,PER,5.0,2021,Monza
1505,55,SAI,6.0,2021,Monza
1506,18,STR,7.0,2021,Monza
1507,14,ALO,8.0,2021,Monza
1508,63,RUS,9.0,2021,Monza
1509,31,OCO,10.0,2021,Monza
1510,6,LAT,11.0,2021,Monza
1511,5,VET,12.0,2021,Monza
1512,99,GIO,13.0,2021,Monza
1513,88,KUB,14.0,2021,Monza
1514,47,MSC,15.0,2021,Monza
1515,9,MAZ,16.0,2021,Monza
1516,44,HAM,17.0,2021,Monza
1517,33,VER,18.0,2021,Monza
1518,10,GAS,19.0,2021,Monza
1519,22,TSU,20.0,2021,Monza
1520,44,HAM,1.0,2021,Sochi
1521,33,VER,2.0,2021,Sochi
1522,55,SAI,3.0,2021,Sochi
1523,3,RIC,4.0,2021,Sochi
1524,77,BOT,5.0,2021,Sochi
1525,14,ALO,6.0,2021,Sochi
1526,4,NOR,7.0,2021,Sochi
1527,7,RAI,8.0,2021,Sochi
1528,11,PER,9.0,2021,Sochi
1529,63,RUS,10.0,2021,Sochi
1530,18,STR,11.0,2021,Sochi
1531,5,VET,12.0,2021,Sochi
1532,10,GAS,13.0,2021,Sochi
1533,31,OCO,14.0,2021,Sochi
1534,16,LEC,15.0,2021,Sochi
1535,99,GIO,16.0,2021,Sochi
1536,22,TSU,17.0,2021,Sochi
1537,9,MAZ,18.0,2021,Sochi
1538,6,LAT,19.0,2021,Sochi
1539,47,MSC,20.0,2021,Sochi
1540,77,BOT,1.0,2021,Istanbul
1541,33,VER,2.0,2021,Istanbul
1542,11,PER,3.0,2021,Istanbul
1543,16,LEC,4.0,2021,Istanbul
1544,44,HAM,5.0,2021,Istanbul
1545,10,GAS,6.0,2021,Istanbul
1546,4,NOR,7.0,2021,Istanbul
1547,55,SAI,8.0,2021,Istanbul
1548,18,STR,9.0,2021,Istanbul
1549,31,OCO,10.0,2021,Istanbul
1550,99,GIO,11.0,2021,Istanbul
1551,7,RAI,12.0,2021,Istanbul
1552,3,RIC,13.0,2021,Istanbul
1553,22,TSU,14.0,2021,Istanbul
1554,63,RUS,15.0,2021,Istanbul
1555,14,ALO,16.0,2021,Istanbul
1556,6,LAT,17.0,2021,Istanbul
1557,5,VET,18.0,2021,Istanbul
1558,47,MSC,19.0,2021,Istanbul
1559,9,MAZ,20.0,2021,Istanbul
1560,33,VER,1.0,2021,Austin
1561,44,HAM,2.0,2021,Austin
1562,11,PER,3.0,2021,Austin
1563,16,LEC,4.0,2021,Austin
1564,3,RIC,5.0,2021,Austin
1565,77,BOT,6.0,2021,Austin
1566,55,SAI,7.0,2021,Austin
1567,4,NOR,8.0,2021,Austin
1568,22,TSU,9.0,2021,Austin
1569,5,VET,10.0,2021,Austin
1570,99,GIO,11.0,2021,Austin
1571,18,STR,12.0,2021,Austin
1572,7,RAI,13.0,2021,Austin
1573,63,RUS,14.0,2021,Austin
1574,6,LAT,15.0,2021,Austin
1575,47,MSC,16.0,2021,Austin
1576,9,MAZ,17.0,2021,Austin
1577,14,ALO,18.0,2021,Austin
1578,31,OCO,19.0,2021,Austin
1579,10,GAS,20.0,2021,Austin
1580,33,VER,1.0,2021,Mexico City
1581,44,HAM,2.0,2021,Mexico City
1582,11,PER,3.0,2021,Mexico City
1583,10,GAS,4.0,2021,Mexico City
1584,16,LEC,5.0,2021,Mexico City
1585,55,SAI,6.0,2021,Mexico City
1586,5,VET,7.0,2021,Mexico City
1587,7,RAI,8.0,2021,Mexico City
1588,14,ALO,9.0,2021,Mexico City
1589,4,NOR,10.0,2021,Mexico City
1590,99,GIO,11.0,2021,Mexico City
1591,3,RIC,12.0,2021,Mexico City
1592,31,OCO,13.0,2021,Mexico City
1593,18,STR,14.0,2021,Mexico City
1594,77,BOT,15.0,2021,Mexico City
1595,63,RUS,16.0,2021,Mexico City
1596,6,LAT,17.0,2021,Mexico City
1597,9,MAZ,18.0,2021,Mexico City
1598,47,MSC,19.0,2021,Mexico City
1599,22,TSU,20.0,2021,Mexico City
1600,44,HAM,1.0,2021,São Paulo
1601,33,VER,2.0,2021,São Paulo
1602,77,BOT,3.0,2021,São Paulo
1603,11,PER,4.0,2021,São Paulo
1604,16,LEC,5.0,2021,São Paulo
1605,55,SAI,6.0,2021,São Paulo
1606,10,GAS,7.0,2021,São Paulo
1607,31,OCO,8.0,2021,São Paulo
1608,14,ALO,9.0,2021,São Paulo
1609,4,NOR,10.0,2021,São Paulo
1610,5,VET,11.0,2021,São Paulo
1611,7,RAI,12.0,2021,São Paulo
1612,63,RUS,13.0,2021,São Paulo
1613,99,GIO,14.0,2021,São Paulo
1614,22,TSU,15.0,2021,São Paulo
1615,6,LAT,16.0,2021,São Paulo
1616,9,MAZ,17.0,2021,São Paulo
1617,47,MSC,18.0,2021,São Paulo
1618,3,RIC,19.0,2021,São Paulo
1619,18,STR,20.0,2021,São Paulo
1620,44,HAM,1.0,2021,Lusail
1621,33,VER,2.0,2021,Lusail
1622,14,ALO,3.0,2021,Lusail
1623,11,PER,4.0,2021,Lusail
1624,31,OCO,5.0,2021,Lusail
1625,18,STR,6.0,2021,Lusail
1626,55,SAI,7.0,2021,Lusail
1627,16,LEC,8.0,2021,Lusail
1628,4,NOR,9.0,2021,Lusail
1629,5,VET,10.0,2021,Lusail
1630,10,GAS,11.0,2021,Lusail
1631,3,RIC,12.0,2021,Lusail
1632,22,TSU,13.0,2021,Lusail
1633,7,RAI,14.0,2021,Lusail
1634,99,GIO,15.0,2021,Lusail
1635,47,MSC,16.0,2021,Lusail
1636,63,RUS,17.0,2021,Lusail
1637,9,MAZ,18.0,2021,Lusail
1638,6,LAT,19.0,2021,Lusail
1639,77,BOT,20.0,2021,Lusail
1640,44,HAM,1.0,2021,Jeddah
1641,33,VER,2.0,2021,Jeddah
1642,77,BOT,3.0,2021,Jeddah
1643,31,OCO,4.0,2021,Jeddah
1644,3,RIC,5.0,2021,Jeddah
1645,10,GAS,6.0,2021,Jeddah
1646,16,LEC,7.0,2021,Jeddah
1647,55,SAI,8.0,2021,Jeddah
1648,99,GIO,9.0,2021,Jeddah
1649,4,NOR,10.0,2021,Jeddah
1650,18,STR,11.0,2021,Jeddah
1651,6,LAT,12.0,2021,Jeddah
1652,14,ALO,13.0,2021,Jeddah
1653,22,TSU,14.0,2021,Jeddah
1654,7,RAI,15.0,2021,Jeddah
1655,5,VET,16.0,2021,Jeddah
1656,11,PER,17.0,2021,Jeddah
1657,9,MAZ,18.0,2021,Jeddah
1658,63,RUS,19.0,2021,Jeddah
1659,47,MSC,20.0,2021,Jeddah
1660,33,VER,1.0,2021,Yas Island
1661,44,HAM,2.0,2021,Yas Island
1662,55,SAI,3.0,2021,Yas Island
1663,22,TSU,4.0,2021,Yas Island
1664,10,GAS,5.0,2021,Yas Island
1665,77,BOT,6.0,2021,Yas Island
1666,4,NOR,7.0,2021,Yas Island
1667,14,ALO,8.0,2021,Yas Island
1668,31,OCO,9.0,2021,Yas Island
1669,16,LEC,10.0,2021,Yas Island
1670,5,VET,11.0,2021,Yas Island
1671,3,RIC,12.0,2021,Yas Island
1672,18,STR,13.0,2021,Yas Island
1673,47,MSC,14.0,2021,Yas Island
1674,11,PER,15.0,2021,Yas Island
1675,6,LAT,16.0,2021,Yas Island
1676,99,GIO,17.0,2021,Yas Island
1677,63,RUS,18.0,2021,Yas Island
1678,7,RAI,19.0,2021,Yas Island
1679,9,nan,20.0,2021,Yas Island
1680,1,VER,1.0,2022,Spain
1681,11,PER,2.0,2022,Spain
1682,63,RUS,3.0,2022,Spain
1683,55,SAI,4.0,2022,Spain
1684,44,HAM,5.0,2022,Spain
1685,77,BOT,6.0,2022,Spain
1686,31,OCO,7.0,2022,Spain
1687,4,NOR,8.0,2022,Spain
1688,14,ALO,9.0,2022,Spain
1689,22,TSU,10.0,2022,Spain
1690,5,VET,11.0,2022,Spain
1691,3,RIC,12.0,2022,Spain
1692,10,GAS,13.0,2022,Spain
1693,47,MSC,14.0,2022,Spain
1694,18,STR,15.0,2022,Spain
1695,6,LAT,16.0,2022,Spain
1696,20,MAG,17.0,2022,Spain
1697,23,ALB,18.0,2022,Spain
1698,24,ZHO,19.0,2022,Spain
1699,16,LEC,20.0,2022,Spain
1700,16,LEC,1.0,2022,Bahrain
1701,55,SAI,2.0,2022,Bahrain
1702,44,HAM,3.0,2022,Bahrain
1703,63,RUS,4.0,2022,Bahrain
1704,20,MAG,5.0,2022,Bahrain
1705,77,BOT,6.0,2022,Bahrain
1706,31,OCO,7.0,2022,Bahrain
1707,22,TSU,8.0,2022,Bahrain
1708,14,ALO,9.0,2022,Bahrain
1709,24,ZHO,10.0,2022,Bahrain
1710,47,MSC,11.0,2022,Bahrain
1711,18,STR,12.0,2022,Bahrain
1712,23,ALB,13.0,2022,Bahrain
1713,3,RIC,14.0,2022,Bahrain
1714,4,NOR,15.0,2022,Bahrain
1715,6,LAT,16.0,2022,Bahrain
1716,27,HUL,17.0,2022,Bahrain
1717,11,PER,18.0,2022,Bahrain
1718,1,VER,19.0,2022,Bahrain
1719,10,GAS,20.0,2022,Bahrain
1720,16,LEC,1.0,2022,Sakhir
1721,55,SAI,2.0,2022,Sakhir
1722,44,HAM,3.0,2022,Sakhir
1723,63,RUS,4.0,2022,Sakhir
1724,20,MAG,5.0,2022,Sakhir
1725,77,BOT,6.0,2022,Sakhir
1726,31,OCO,7.0,2022,Sakhir
1727,22,TSU,8.0,2022,Sakhir
1728,14,ALO,9.0,2022,Sakhir
1729,24,ZHO,10.0,2022,Sakhir
1730,47,MSC,11.0,2022,Sakhir
1731,18,STR,12.0,2022,Sakhir
1732,23,ALB,13.0,2022,Sakhir
1733,3,RIC,14.0,2022,Sakhir
1734,4,NOR,15.0,2022,Sakhir
1735,6,LAT,16.0,2022,Sakhir
1736,27,HUL,17.0,2022,Sakhir
1737,11,PER,18.0,2022,Sakhir
1738,1,VER,19.0,2022,Sakhir
1739,10,GAS,20.0,2022,Sakhir
1740,1,VER,1.0,2022,Jeddah
1741,16,LEC,2.0,2022,Jeddah
1742,55,SAI,3.0,2022,Jeddah
1743,11,PER,4.0,2022,Jeddah
1744,63,RUS,5.0,2022,Jeddah
1745,31,OCO,6.0,2022,Jeddah
1746,4,NOR,7.0,2022,Jeddah
1747,10,GAS,8.0,2022,Jeddah
1748,20,MAG,9.0,2022,Jeddah
1749,44,HAM,10.0,2022,Jeddah
1750,24,ZHO,11.0,2022,Jeddah
1751,27,HUL,12.0,2022,Jeddah
1752,18,STR,13.0,2022,Jeddah
1753,23,ALB,14.0,2022,Jeddah
1754,77,BOT,15.0,2022,Jeddah
1755,14,ALO,16.0,2022,Jeddah
1756,3,RIC,17.0,2022,Jeddah
1757,6,LAT,18.0,2022,Jeddah
1758,22,TSU,19.0,2022,Jeddah
1759,47,nan,20.0,2022,Jeddah
1760,16,LEC,1.0,2022,Melbourne
1761,11,PER,2.0,2022,Melbourne
1762,63,RUS,3.0,2022,Melbourne
1763,44,HAM,4.0,2022,Melbourne
1764,4,NOR,5.0,2022,Melbourne
1765,3,RIC,6.0,2022,Melbourne
1766,31,OCO,7.0,2022,Melbourne
1767,77,BOT,8.0,2022,Melbourne
1768,10,GAS,9.0,2022,Melbourne
1769,23,ALB,10.0,2022,Melbourne
1770,24,ZHO,11.0,2022,Melbourne
1771,18,STR,12.0,2022,Melbourne
1772,47,MSC,13.0,2022,Melbourne
1773,20,MAG,14.0,2022,Melbourne
1774,22,TSU,15.0,2022,Melbourne
1775,6,LAT,16.0,2022,Melbourne
1776,14,ALO,17.0,2022,Melbourne
1777,1,VER,18.0,2022,Melbourne
1778,5,VET,19.0,2022,Melbourne
1779,55,SAI,20.0,2022,Melbourne
1780,1,VER,1.0,2022,Imola
1781,11,PER,2.0,2022,Imola
1782,4,NOR,3.0,2022,Imola
1783,63,RUS,4.0,2022,Imola
1784,77,BOT,5.0,2022,Imola
1785,16,LEC,6.0,2022,Imola
1786,22,TSU,7.0,2022,Imola
1787,5,VET,8.0,2022,Imola
1788,20,MAG,9.0,2022,Imola
1789,18,STR,10.0,2022,Imola
1790,23,ALB,11.0,2022,Imola
1791,10,GAS,12.0,2022,Imola
1792,44,HAM,13.0,2022,Imola
1793,31,OCO,14.0,2022,Imola
1794,24,ZHO,15.0,2022,Imola
1795,6,LAT,16.0,2022,Imola
1796,47,MSC,17.0,2022,Imola
1797,3,RIC,18.0,2022,Imola
1798,14,ALO,19.0,2022,Imola
1799,55,SAI,20.0,2022,Imola
1800,1,VER,1.0,2022,Miami
1801,16,LEC,2.0,2022,Miami
1802,55,SAI,3.0,2022,Miami
1803,11,PER,4.0,2022,Miami
1804,63,RUS,5.0,2022,Miami
1805,44,HAM,6.0,2022,Miami
1806,77,BOT,7.0,2022,Miami
1807,31,OCO,8.0,2022,Miami
1808,23,ALB,9.0,2022,Miami
1809,18,STR,10.0,2022,Miami
1810,14,ALO,11.0,2022,Miami
1811,22,TSU,12.0,2022,Miami
1812,3,RIC,13.0,2022,Miami
1813,6,LAT,14.0,2022,Miami
1814,47,MSC,15.0,2022,Miami
1815,20,MAG,16.0,2022,Miami
1816,5,VET,17.0,2022,Miami
1817,10,GAS,18.0,2022,Miami
1818,4,NOR,19.0,2022,Miami
1819,24,ZHO,20.0,2022,Miami
1820,1,VER,1.0,2022,Barcelona
1821,11,PER,2.0,2022,Barcelona
1822,63,RUS,3.0,2022,Barcelona
1823,55,SAI,4.0,2022,Barcelona
1824,44,HAM,5.0,2022,Barcelona
1825,77,BOT,6.0,2022,Barcelona
1826,31,OCO,7.0,2022,Barcelona
1827,4,NOR,8.0,2022,Barcelona
1828,14,ALO,9.0,2022,Barcelona
1829,22,TSU,10.0,2022,Barcelona
1830,5,VET,11.0,2022,Barcelona
1831,3,RIC,12.0,2022,Barcelona
1832,10,GAS,13.0,2022,Barcelona
1833,47,MSC,14.0,2022,Barcelona
1834,18,STR,15.0,2022,Barcelona
1835,6,LAT,16.0,2022,Barcelona
1836,20,MAG,17.0,2022,Barcelona
1837,23,ALB,18.0,2022,Barcelona
1838,24,ZHO,19.0,2022,Barcelona
1839,16,LEC,20.0,2022,Barcelona
1840,11,PER,1.0,2022,Monaco
1841,55,SAI,2.0,2022,Monaco
1842,1,VER,3.0,2022,Monaco
1843,16,LEC,4.0,2022,Monaco
1844,63,RUS,5.0,2022,Monaco
1845,4,NOR,6.0,2022,Monaco
1846,14,ALO,7.0,2022,Monaco
1847,44,HAM,8.0,2022,Monaco
1848,77,BOT,9.0,2022,Monaco
1849,5,VET,10.0,2022,Monaco
1850,10,GAS,11.0,2022,Monaco
1851,31,OCO,12.0,2022,Monaco
1852,3,RIC,13.0,2022,Monaco
1853,18,STR,14.0,2022,Monaco
1854,6,LAT,15.0,2022,Monaco
1855,24,ZHO,16.0,2022,Monaco
1856,22,TSU,17.0,2022,Monaco
1857,23,ALB,18.0,2022,Monaco
1858,47,MSC,19.0,2022,Monaco
1859,20,MAG,20.0,2022,Monaco
1860,1,VER,1.0,2022,Baku
1861,11,PER,2.0,2022,Baku
1862,63,RUS,3.0,2022,Baku
1863,44,HAM,4.0,2022,Baku
1864,10,GAS,5.0,2022,Baku
1865,5,VET,6.0,2022,Baku
1866,14,ALO,7.0,2022,Baku
1867,3,RIC,8.0,2022,Baku
1868,4,NOR,9.0,2022,Baku
1869,31,OCO,10.0,2022,Baku
1870,77,BOT,11.0,2022,Baku
1871,23,ALB,12.0,2022,Baku
1872,22,TSU,13.0,2022,Baku
1873,47,MSC,14.0,2022,Baku
1874,6,LAT,15.0,2022,Baku
1875,18,STR,16.0,2022,Baku
1876,20,MAG,17.0,2022,Baku
1877,24,ZHO,18.0,2022,Baku
1878,16,LEC,19.0,2022,Baku
1879,55,SAI,20.0,2022,Baku
1880,1,VER,1.0,2022,Montréal
1881,55,SAI,2.0,2022,Montréal
1882,44,HAM,3.0,2022,Montréal
1883,63,RUS,4.0,2022,Montréal
1884,16,LEC,5.0,2022,Montréal
1885,31,OCO,6.0,2022,Montréal
1886,77,BOT,7.0,2022,Montréal
1887,24,ZHO,8.0,2022,Montréal
1888,14,ALO,9.0,2022,Montréal
1889,18,STR,10.0,2022,Montréal
1890,3,RIC,11.0,2022,Montréal
1891,5,VET,12.0,2022,Montréal
1892,23,ALB,13.0,2022,Montréal
1893,10,GAS,14.0,2022,Montréal
1894,4,NOR,15.0,2022,Montréal
1895,6,LAT,16.0,2022,Montréal
1896,20,MAG,17.0,2022,Montréal
1897,22,TSU,18.0,2022,Montréal
1898,47,MSC,19.0,2022,Montréal
1899,11,PER,20.0,2022,Montréal
1900,55,SAI,1.0,2022,Silverstone
1901,11,PER,2.0,2022,Silverstone
1902,44,HAM,3.0,2022,Silverstone
1903,16,LEC,4.0,2022,Silverstone
1904,14,ALO,5.0,2022,Silverstone
1905,4,NOR,6.0,2022,Silverstone
1906,1,VER,7.0,2022,Silverstone
1907,47,MSC,8.0,2022,Silverstone
1908,5,VET,9.0,2022,Silverstone
1909,20,MAG,10.0,2022,Silverstone
1910,18,STR,11.0,2022,Silverstone
1911,6,LAT,12.0,2022,Silverstone
1912,3,RIC,13.0,2022,Silverstone
1913,22,TSU,14.0,2022,Silverstone
1914,31,OCO,15.0,2022,Silverstone
1915,10,GAS,16.0,2022,Silverstone
1916,77,BOT,17.0,2022,Silverstone
1917,63,RUS,18.0,2022,Silverstone
1918,24,ZHO,19.0,2022,Silverstone
1919,23,ALB,20.0,2022,Silverstone
1920,16,LEC,1.0,2022,Spielberg
1921,1,VER,2.0,2022,Spielberg
1922,44,HAM,3.0,2022,Spielberg
1923,63,RUS,4.0,2022,Spielberg
1924,31,OCO,5.0,2022,Spielberg
1925,47,MSC,6.0,2022,Spielberg
1926,4,NOR,7.0,2022,Spielberg
1927,20,MAG,8.0,2022,Spielberg
1928,3,RIC,9.0,2022,Spielberg
1929,14,ALO,10.0,2022,Spielberg
1930,77,BOT,11.0,2022,Spielberg
1931,23,ALB,12.0,2022,Spielberg
1932,18,STR,13.0,2022,Spielberg
1933,24,ZHO,14.0,2022,Spielberg
1934,10,GAS,15.0,2022,Spielberg
1935,22,TSU,16.0,2022,Spielberg
1936,5,VET,17.0,2022,Spielberg
1937,55,SAI,18.0,2022,Spielberg
1938,6,LAT,19.0,2022,Spielberg
1939,11,PER,20.0,2022,Spielberg
1940,1,VER,1.0,2022,Le Castellet
1941,44,HAM,2.0,2022,Le Castellet
1942,63,RUS,3.0,2022,Le Castellet
1943,11,PER,4.0,2022,Le Castellet
1944,55,SAI,5.0,2022,Le Castellet
1945,14,ALO,6.0,2022,Le Castellet
1946,4,NOR,7.0,2022,Le Castellet
1947,31,OCO,8.0,2022,Le Castellet
1948,3,RIC,9.0,2022,Le Castellet
1949,18,STR,10.0,2022,Le Castellet
1950,5,VET,11.0,2022,Le Castellet
1951,10,GAS,12.0,2022,Le Castellet
1952,23,ALB,13.0,2022,Le Castellet
1953,77,BOT,14.0,2022,Le Castellet
1954,47,MSC,15.0,2022,Le Castellet
1955,24,ZHO,16.0,2022,Le Castellet
1956,6,LAT,17.0,2022,Le Castellet
1957,20,MAG,18.0,2022,Le Castellet
1958,16,LEC,19.0,2022,Le Castellet
1959,22,TSU,20.0,2022,Le Castellet
1960,1,VER,1.0,2022,Budapest
1961,44,HAM,2.0,2022,Budapest
1962,63,RUS,3.0,2022,Budapest
1963,55,SAI,4.0,2022,Budapest
1964,11,PER,5.0,2022,Budapest
1965,16,LEC,6.0,2022,Budapest
1966,4,NOR,7.0,2022,Budapest
1967,14,ALO,8.0,2022,Budapest
1968,31,OCO,9.0,2022,Budapest
1969,5,VET,10.0,2022,Budapest
1970,18,STR,11.0,2022,Budapest
1971,10,GAS,12.0,2022,Budapest
1972,24,ZHO,13.0,2022,Budapest
1973,47,MSC,14.0,2022,Budapest
1974,3,RIC,15.0,2022,Budapest
1975,20,MAG,16.0,2022,Budapest
1976,23,ALB,17.0,2022,Budapest
1977,6,LAT,18.0,2022,Budapest
1978,22,TSU,19.0,2022,Budapest
1979,77,BOT,20.0,2022,Budapest
1980,1,VER,1.0,2022,Spa-Francorchamps
1981,11,PER,2.0,2022,Spa-Francorchamps
1982,55,SAI,3.0,2022,Spa-Francorchamps
1983,63,RUS,4.0,2022,Spa-Francorchamps
1984,14,ALO,5.0,2022,Spa-Francorchamps
1985,16,LEC,6.0,2022,Spa-Francorchamps
1986,31,OCO,7.0,2022,Spa-Francorchamps
1987,5,VET,8.0,2022,Spa-Francorchamps
1988,10,GAS,9.0,2022,Spa-Francorchamps
1989,23,ALB,10.0,2022,Spa-Francorchamps
1990,18,STR,11.0,2022,Spa-Francorchamps
1991,4,NOR,12.0,2022,Spa-Francorchamps
1992,22,TSU,13.0,2022,Spa-Francorchamps
1993,24,ZHO,14.0,2022,Spa-Francorchamps
1994,3,RIC,15.0,2022,Spa-Francorchamps
1995,20,MAG,16.0,2022,Spa-Francorchamps
1996,47,MSC,17.0,2022,Spa-Francorchamps
1997,6,LAT,18.0,2022,Spa-Francorchamps
1998,77,BOT,19.0,2022,Spa-Francorchamps
1999,44,HAM,20.0,2022,Spa-Francorchamps
2000,1,VER,1.0,2022,Zandvoort
2001,63,RUS,2.0,2022,Zandvoort
2002,16,LEC,3.0,2022,Zandvoort
2003,44,HAM,4.0,2022,Zandvoort
2004,11,PER,5.0,2022,Zandvoort
2005,14,ALO,6.0,2022,Zandvoort
2006,4,NOR,7.0,2022,Zandvoort
2007,55,SAI,8.0,2022,Zandvoort
2008,31,OCO,9.0,2022,Zandvoort
2009,18,STR,10.0,2022,Zandvoort
2010,10,GAS,11.0,2022,Zandvoort
2011,23,ALB,12.0,2022,Zandvoort
2012,47,MSC,13.0,2022,Zandvoort
2013,5,VET,14.0,2022,Zandvoort
2014,20,MAG,15.0,2022,Zandvoort
2015,24,ZHO,16.0,2022,Zandvoort
2016,3,RIC,17.0,2022,Zandvoort
2017,6,LAT,18.0,2022,Zandvoort
2018,77,BOT,19.0,2022,Zandvoort
2019,22,TSU,20.0,2022,Zandvoort
2020,1,VER,1.0,2022,Monza
2021,16,LEC,2.0,2022,Monza
2022,63,RUS,3.0,2022,Monza
2023,55,SAI,4.0,2022,Monza
2024,44,HAM,5.0,2022,Monza
2025,11,PER,6.0,2022,Monza
2026,4,NOR,7.0,2022,Monza
2027,10,GAS,8.0,2022,Monza
2028,45,DEV,9.0,2022,Monza
2029,24,ZHO,10.0,2022,Monza
2030,31,OCO,11.0,2022,Monza
2031,47,MSC,12.0,2022,Monza
2032,77,BOT,13.0,2022,Monza
2033,22,TSU,14.0,2022,Monza
2034,6,LAT,15.0,2022,Monza
2035,20,MAG,16.0,2022,Monza
2036,3,RIC,17.0,2022,Monza
2037,18,STR,18.0,2022,Monza
2038,14,ALO,19.0,2022,Monza
2039,5,VET,20.0,2022,Monza
2040,11,PER,1.0,2022,Marina Bay
2041,16,LEC,2.0,2022,Marina Bay
2042,55,SAI,3.0,2022,Marina Bay
2043,4,NOR,4.0,2022,Marina Bay
2044,3,RIC,5.0,2022,Marina Bay
2045,18,STR,6.0,2022,Marina Bay
2046,1,VER,7.0,2022,Marina Bay
2047,5,VET,8.0,2022,Marina Bay
2048,44,HAM,9.0,2022,Marina Bay
2049,10,GAS,10.0,2022,Marina Bay
2050,77,BOT,11.0,2022,Marina Bay
2051,20,MAG,12.0,2022,Marina Bay
2052,47,MSC,13.0,2022,Marina Bay
2053,63,RUS,14.0,2022,Marina Bay
2054,22,TSU,15.0,2022,Marina Bay
2055,31,OCO,16.0,2022,Marina Bay
2056,23,ALB,17.0,2022,Marina Bay
2057,14,ALO,18.0,2022,Marina Bay
2058,6,LAT,19.0,2022,Marina Bay
2059,24,ZHO,20.0,2022,Marina Bay
2060,1,VER,1.0,2022,Suzuka
2061,11,PER,2.0,2022,Suzuka
2062,16,LEC,3.0,2022,Suzuka
2063,31,OCO,4.0,2022,Suzuka
